airplane_id,capacity,type_identifier,affected_date,expiry_date,iscurrent
4245,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4670,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5332,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
764,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
994,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1264,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1679,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2317,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2662,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2715,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2909,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3721,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4910,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
493,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1117,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1179,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1703,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3923,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4148,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
56,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
203,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4185,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4974,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5435,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
606,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1580,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2552,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2555,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2601,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3007,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3786,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3979,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4025,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4094,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5102,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5465,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1520,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4811,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5513,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
186,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
306,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
696,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
881,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1074,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1678,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2461,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5217,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5390,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
211,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
455,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1820,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1841,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2268,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2920,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4590,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5485,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5498,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
989,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1621,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2763,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2888,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3227,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4688,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5242,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5259,50,Embraer-ERJ-145-Familie,2030-12-31T15:04:58,2031-12-31T15:04:58,1
