booking_ID,from_airport_id,to_airport_id,airline_id,airplane_id,flight_id,departure_date_id,arrival_date_id,passenger_id,Price,capacity
290,11234,6984,89,1,12157,16588,16588,22383,91.75,150
280,11234,6984,89,1,12157,16588,16588,2188,177.48,150
270,11234,6984,89,1,12157,16588,16588,28128,475.76,150
240,11234,6984,89,1,12157,16588,16588,18085,458.42,150
260,11234,6984,89,1,12157,16588,16588,16236,469.55,150
1120,11063,4171,89,1,69506,16595,16595,6858,199.32,150
1110,11063,4171,89,1,69506,16595,16595,62,24.81,150
1090,11063,4171,89,1,69506,16595,16595,27458,176.97,150
1060,11063,4171,89,1,69506,16595,16595,3032,365.58,150
1100,11063,4171,89,1,69506,16595,16595,15180,13.67,150
1080,11063,4171,89,1,69506,16595,16595,29121,23.03,150
1070,11063,4171,89,1,69506,16595,16595,19048,198.51,150
1050,11063,4171,89,1,69506,16595,16595,4133,35.59,150
330,10241,5113,89,1,28412,16590,16590,26661,359.77,150
360,10241,5113,89,1,28412,16590,16590,4432,310.12,150
350,10241,5113,89,1,28412,16590,16590,22511,281.2,150
390,10241,5113,89,1,28412,16590,16590,13634,81.14,150
380,10241,5113,89,1,28412,16590,16590,10274,308.23,150
320,10241,5113,89,1,28412,16590,16590,9473,240.36,150
370,10241,5113,89,1,28412,16590,16590,35588,74.96,150
340,10241,5113,89,1,28412,16590,16590,27278,151.9,150
15360,11548,12840,89,2,77570,16596,16596,6196,424.87,200
15400,11548,12840,89,2,77570,16596,16596,29670,495.99,200
15370,11548,12840,89,2,77570,16596,16596,33310,305.39,200
15340,11548,12840,89,2,77570,16596,16596,20870,459.16,200
15380,11548,12840,89,2,77570,16596,16596,17770,391.25,200
15350,11548,12840,89,2,77570,16596,16596,35793,72.87,200
15410,11548,12840,89,2,77570,16596,16596,27636,315.9,200
15420,11548,12840,89,2,77570,16596,16596,30110,450.05,200
15330,11548,12840,89,2,77570,16596,16596,8798,134.7,200
15390,11548,12840,89,2,77570,16596,16596,14452,244.01,200
15430,9416,9958,89,2,77571,16596,16596,17068,240.1,200
15440,9416,9958,89,2,77571,16596,16596,5203,74.4,200
15520,9416,9958,89,2,77571,16596,16596,32532,233.45,200
15460,9416,9958,89,2,77571,16596,16596,34337,240.36,200
15500,9416,9958,89,2,77571,16596,16596,13271,230.89,200
15490,9416,9958,89,2,77571,16596,16596,6241,98.26,200
15480,9416,9958,89,2,77571,16596,16596,14730,263.54,200
15450,9416,9958,89,2,77571,16596,16596,7619,494.63,200
15470,9416,9958,89,2,77571,16596,16596,2631,377.61,200
15510,9416,9958,89,2,77571,16596,16596,28649,408.09,200
15590,221,12570,89,2,77575,16596,16597,26298,288.69,200
15620,221,12570,89,2,77575,16596,16597,26538,330.66,200
15540,221,12570,89,2,77575,16596,16597,12141,99.23,200
15530,221,12570,89,2,77575,16596,16597,20128,388.92,200
15610,221,12570,89,2,77575,16596,16597,17470,395.03,200
15630,221,12570,89,2,77575,16596,16597,27621,462.68,200
15560,221,12570,89,2,77575,16596,16597,28377,22.5,200
15600,221,12570,89,2,77575,16596,16597,25984,64.99,200
15570,221,12570,89,2,77575,16596,16597,27629,457.74,200
15580,221,12570,89,2,77575,16596,16597,13609,170.64,200
15550,221,12570,89,2,77575,16596,16597,14267,155.9,200
14510,12128,10578,89,2,20236,16589,16589,29682,185.01,200
14440,12128,10578,89,2,20236,16589,16589,8470,269.83,200
14490,12128,10578,89,2,20236,16589,16589,24547,77.5,200
14450,12128,10578,89,2,20236,16589,16589,7744,77.33,200
14480,12128,10578,89,2,20236,16589,16589,9924,337.36,200
14460,12128,10578,89,2,20236,16589,16589,1491,331.93,200
14530,12128,10578,89,2,20236,16589,16589,18828,361.86,200
14520,12128,10578,89,2,20236,16589,16589,8008,147.2,200
14470,12128,10578,89,2,20236,16589,16589,30743,290.96,200
14430,12128,10578,89,2,20236,16589,16589,11696,421.48,200
14500,12128,10578,89,2,20236,16589,16589,26202,148.6,200
14590,11593,6465,89,2,20237,16589,16589,28443,182.35,200
14560,11593,6465,89,2,20237,16589,16589,21682,186.69,200
14610,11593,6465,89,2,20237,16589,16589,1781,152.36,200
14570,11593,6465,89,2,20237,16589,16589,21923,131.5,200
14580,11593,6465,89,2,20237,16589,16589,30025,331.47,200
14540,11593,6465,89,2,20237,16589,16589,12925,181.22,200
14620,11593,6465,89,2,20237,16589,16589,9063,128.87,200
14550,11593,6465,89,2,20237,16589,16589,19049,424.33,200
14600,11593,6465,89,2,20237,16589,16589,8256,145.13,200
14730,11071,8207,89,2,20239,16589,16589,10827,251.22,200
14670,11071,8207,89,2,20239,16589,16589,12330,128.16,200
14720,11071,8207,89,2,20239,16589,16589,18445,291.3,200
14710,11071,8207,89,2,20239,16589,16589,28832,204.28,200
14690,11071,8207,89,2,20239,16589,16589,4873,413.9,200
14640,11071,8207,89,2,20239,16589,16589,6732,91.46,200
14650,11071,8207,89,2,20239,16589,16589,24927,108.64,200
14630,11071,8207,89,2,20239,16589,16589,26,27.63,200
14680,11071,8207,89,2,20239,16589,16589,19949,89.13,200
14660,11071,8207,89,2,20239,16589,16589,35060,175.35,200
14750,1745,11732,89,2,28433,16590,16590,15848,154.53,200
14790,1745,11732,89,2,28433,16590,16590,28297,312.22,200
14830,1745,11732,89,2,28433,16590,16590,23123,358.84,200
14780,1745,11732,89,2,28433,16590,16590,30122,207.25,200
14810,1745,11732,89,2,28433,16590,16590,17634,240.89,200
14820,1745,11732,89,2,28433,16590,16590,15375,265.13,200
14760,1745,11732,89,2,28433,16590,16590,803,76.04,200
14800,1745,11732,89,2,28433,16590,16590,33141,344.83,200
14740,1745,11732,89,2,28433,16590,16590,1286,109.67,200
14770,1745,11732,89,2,28433,16590,16590,22921,135.33,200
15720,1269,623,89,2,77597,16596,16597,25203,112.76,200
15700,1269,623,89,2,77597,16596,16597,20606,268.55,200
15690,1269,623,89,2,77597,16596,16597,7348,250.81,200
15660,1269,623,89,2,77597,16596,16597,29441,179.52,200
15680,1269,623,89,2,77597,16596,16597,19681,323.67,200
15650,1269,623,89,2,77597,16596,16597,14821,128.53,200
15710,1269,623,89,2,77597,16596,16597,8247,39.53,200
15640,1269,623,89,2,77597,16596,16597,23551,200.57,200
15670,1269,623,89,2,77597,16596,16597,2968,432.73,200
15090,9067,4515,89,2,61218,16594,16595,2360,152.09,200
15050,9067,4515,89,2,61218,16594,16595,20257,39.32,200
15080,9067,4515,89,2,61218,16594,16595,34525,324.58,200
15070,9067,4515,89,2,61218,16594,16595,31926,306.3,200
15110,9067,4515,89,2,61218,16594,16595,27077,56.67,200
15100,9067,4515,89,2,61218,16594,16595,9228,260.68,200
15120,9067,4515,89,2,61218,16594,16595,18408,71.23,200
15130,9067,4515,89,2,61218,16594,16595,31895,312.71,200
15040,9067,4515,89,2,61218,16594,16595,10195,192.38,200
15060,9067,4515,89,2,61218,16594,16595,22039,393.54,200
14890,2616,12910,89,2,36719,16591,16592,18284,22.93,200
14850,2616,12910,89,2,36719,16591,16592,14875,471.53,200
14860,2616,12910,89,2,36719,16591,16592,13468,295.25,200
14930,2616,12910,89,2,36719,16591,16592,7917,184.58,200
14910,2616,12910,89,2,36719,16591,16592,3167,21.29,200
14920,2616,12910,89,2,36719,16591,16592,10942,108.6,200
14870,2616,12910,89,2,36719,16591,16592,8097,244.52,200
14900,2616,12910,89,2,36719,16591,16592,13666,70.9,200
14840,2616,12910,89,2,36719,16591,16592,9399,46.77,200
14880,2616,12910,89,2,36719,16591,16592,29196,344.44,200
15150,9634,12776,89,2,69489,16595,16596,4334,111.2,200
15200,9634,12776,89,2,69489,16595,16596,11037,307.21,200
15170,9634,12776,89,2,69489,16595,16596,15001,242.13,200
15160,9634,12776,89,2,69489,16595,16596,29801,305.28,200
15220,9634,12776,89,2,69489,16595,16596,11523,406.48,200
15140,9634,12776,89,2,69489,16595,16596,2730,106.49,200
15210,9634,12776,89,2,69489,16595,16596,8314,198.86,200
15180,9634,12776,89,2,69489,16595,16596,27794,140.03,200
15190,9634,12776,89,2,69489,16595,16596,2230,236.09,200
14950,1435,12980,89,2,53106,16593,16593,12167,408.45,200
15010,1435,12980,89,2,53106,16593,16593,30025,237.9,200
14990,1435,12980,89,2,53106,16593,16593,19847,39.52,200
14970,1435,12980,89,2,53106,16593,16593,16899,11.73,200
15030,1435,12980,89,2,53106,16593,16593,29630,260.05,200
15020,1435,12980,89,2,53106,16593,16593,2488,35.06,200
14960,1435,12980,89,2,53106,16593,16593,35243,251.09,200
14940,1435,12980,89,2,53106,16593,16593,3388,222.42,200
15000,1435,12980,89,2,53106,16593,16593,1542,235.7,200
14980,1435,12980,89,2,53106,16593,16593,2693,329.65,200
15300,5183,4415,89,2,69500,16595,16595,10223,413.36,200
15230,5183,4415,89,2,69500,16595,16595,15281,402.22,200
15310,5183,4415,89,2,69500,16595,16595,6806,332.72,200
15260,5183,4415,89,2,69500,16595,16595,15106,37.48,200
15250,5183,4415,89,2,69500,16595,16595,2936,177.99,200
15240,5183,4415,89,2,69500,16595,16595,35307,457.83,200
15280,5183,4415,89,2,69500,16595,16595,2341,343.08,200
15320,5183,4415,89,2,69500,16595,16595,31667,218.98,200
15270,5183,4415,89,2,69500,16595,16595,28164,383.9,200
15290,5183,4415,89,2,69500,16595,16595,20687,39.35,200
14340,1745,11732,89,2,12171,16588,16588,30858,163.55,200
14390,1745,11732,89,2,12171,16588,16588,33223,339.08,200
14360,1745,11732,89,2,12171,16588,16588,25647,115.15,200
14380,1745,11732,89,2,12171,16588,16588,26588,373.67,200
14350,1745,11732,89,2,12171,16588,16588,24504,312.15,200
14420,1745,11732,89,2,12171,16588,16588,33830,241.97,200
14370,1745,11732,89,2,12171,16588,16588,8541,197.98,200
14330,1745,11732,89,2,12171,16588,16588,21560,130.31,200
14400,1745,11732,89,2,12171,16588,16588,21674,301.9,200
32140,1799,7267,89,3,28416,16590,16591,25780,318.87,380
32080,1799,7267,89,3,28416,16590,16591,17882,297.63,380
32030,1799,7267,89,3,28416,16590,16591,21873,187.15,380
32160,1799,7267,89,3,28416,16590,16591,9814,233.31,380
32130,1799,7267,89,3,28416,16590,16591,34482,177.88,380
32060,1799,7267,89,3,28416,16590,16591,13669,161.56,380
32150,1799,7267,89,3,28416,16590,16591,13774,462.38,380
32120,1799,7267,89,3,28416,16590,16591,681,74.13,380
32050,1799,7267,89,3,28416,16590,16591,26266,104.73,380
32010,1799,7267,89,3,28416,16590,16591,9375,235.05,380
32180,1799,7267,89,3,28416,16590,16591,31561,46.1,380
32110,1799,7267,89,3,28416,16590,16591,21704,24.6,380
32100,1799,7267,89,3,28416,16590,16591,23526,218.21,380
32190,1799,7267,89,3,28416,16590,16591,11869,467.19,380
32170,1799,7267,89,3,28416,16590,16591,4844,432.53,380
32020,1799,7267,89,3,28416,16590,16591,8725,208.87,380
32090,1799,7267,89,3,28416,16590,16591,29320,353.39,380
32040,1799,7267,89,3,28416,16590,16591,8452,252.78,380
31380,6265,8340,89,3,20232,16589,16589,25817,299.42,380
31340,6265,8340,89,3,20232,16589,16589,33176,317.11,380
31310,6265,8340,89,3,20232,16589,16589,11413,37.26,380
31270,6265,8340,89,3,20232,16589,16589,27551,40.39,380
31320,6265,8340,89,3,20232,16589,16589,13414,130.52,380
31330,6265,8340,89,3,20232,16589,16589,19780,295.44,380
31410,6265,8340,89,3,20232,16589,16589,22331,115.6,380
31400,6265,8340,89,3,20232,16589,16589,16173,320.53,380
31390,6265,8340,89,3,20232,16589,16589,4356,381.1,380
31300,6265,8340,89,3,20232,16589,16589,16980,238.88,380
31260,6265,8340,89,3,20232,16589,16589,1723,349.95,380
31360,6265,8340,89,3,20232,16589,16589,31535,310.9,380
31290,6265,8340,89,3,20232,16589,16589,4271,319.23,380
31350,6265,8340,89,3,20232,16589,16589,9556,108.94,380
31430,6265,8340,89,3,20232,16589,16589,19073,113.69,380
31370,6265,8340,89,3,20232,16589,16589,34944,424.56,380
31420,6265,8340,89,3,20232,16589,16589,23854,472.85,380
31250,6265,8340,89,3,20232,16589,16589,13693,490.2,380
32220,376,9969,89,3,28428,16590,16590,20161,267.98,380
32300,376,9969,89,3,28428,16590,16590,27897,179.04,380
32230,376,9969,89,3,28428,16590,16590,6011,382.87,380
32290,376,9969,89,3,28428,16590,16590,31549,374.03,380
32330,376,9969,89,3,28428,16590,16590,33658,334.29,380
32250,376,9969,89,3,28428,16590,16590,15631,162.61,380
32270,376,9969,89,3,28428,16590,16590,1705,117.02,380
32200,376,9969,89,3,28428,16590,16590,6404,411.59,380
32310,376,9969,89,3,28428,16590,16590,13226,126.75,380
32350,376,9969,89,3,28428,16590,16590,12684,21.2,380
32280,376,9969,89,3,28428,16590,16590,22852,410.82,380
32360,376,9969,89,3,28428,16590,16590,13211,325.58,380
32260,376,9969,89,3,28428,16590,16590,33973,476.71,380
32240,376,9969,89,3,28428,16590,16590,27592,436.14,380
32210,376,9969,89,3,28428,16590,16590,33982,14.29,380
32370,376,9969,89,3,28428,16590,16590,11706,43.1,380
32320,376,9969,89,3,28428,16590,16590,26436,428.88,380
32340,376,9969,89,3,28428,16590,16590,6447,185.85,380
32380,376,9969,89,3,28428,16590,16590,26874,384.37,380
30420,587,5394,89,3,3853,16587,16588,20450,73.85,380
30470,587,5394,89,3,3853,16587,16588,3202,385.84,380
30370,587,5394,89,3,3853,16587,16588,10045,239.23,380
30480,587,5394,89,3,3853,16587,16588,30205,383.56,380
30380,587,5394,89,3,3853,16587,16588,15384,23.27,380
30430,587,5394,89,3,3853,16587,16588,29484,272.23,380
30390,587,5394,89,3,3853,16587,16588,15433,78.97,380
30450,587,5394,89,3,3853,16587,16588,21979,446.67,380
30310,587,5394,89,3,3853,16587,16588,22466,167.98,380
30460,587,5394,89,3,3853,16587,16588,11717,200.37,380
30330,587,5394,89,3,3853,16587,16588,33779,138.6,380
30320,587,5394,89,3,3853,16587,16588,8187,308.92,380
30360,587,5394,89,3,3853,16587,16588,16434,136.51,380
30340,587,5394,89,3,3853,16587,16588,7886,203.04,380
30400,587,5394,89,3,3853,16587,16588,7726,190.02,380
30440,587,5394,89,3,3853,16587,16588,14692,149.18,380
30410,587,5394,89,3,3853,16587,16588,27654,338.75,380
30350,587,5394,89,3,3853,16587,16588,18339,245.91,380
35450,8280,928,89,3,77582,16596,16596,6401,46.91,380
35340,8280,928,89,3,77582,16596,16596,10183,3.42,380
35410,8280,928,89,3,77582,16596,16596,5058,489.26,380
35490,8280,928,89,3,77582,16596,16596,2700,400.9,380
35480,8280,928,89,3,77582,16596,16596,33424,374.04,380
35520,8280,928,89,3,77582,16596,16596,16050,102.24,380
35420,8280,928,89,3,77582,16596,16596,2407,329.04,380
35510,8280,928,89,3,77582,16596,16596,21691,83.45,380
35370,8280,928,89,3,77582,16596,16596,3039,367.65,380
35380,8280,928,89,3,77582,16596,16596,8921,173.37,380
35440,8280,928,89,3,77582,16596,16596,27143,436.97,380
35430,8280,928,89,3,77582,16596,16596,24521,439.94,380
35460,8280,928,89,3,77582,16596,16596,31065,419.55,380
35360,8280,928,89,3,77582,16596,16596,16306,228.51,380
35390,8280,928,89,3,77582,16596,16596,28530,499.05,380
35400,8280,928,89,3,77582,16596,16596,18279,316.26,380
35470,8280,928,89,3,77582,16596,16596,18910,314.55,380
35350,8280,928,89,3,77582,16596,16596,32538,334.98,380
35530,8280,928,89,3,77582,16596,16596,705,429.13,380
32470,1435,12980,89,3,28437,16590,16590,33147,430.6,380
32550,1435,12980,89,3,28437,16590,16590,8277,139.62,380
32510,1435,12980,89,3,28437,16590,16590,30540,130.88,380
32430,1435,12980,89,3,28437,16590,16590,19068,457,380
32420,1435,12980,89,3,28437,16590,16590,4729,15.46,380
32490,1435,12980,89,3,28437,16590,16590,21154,153.01,380
32390,1435,12980,89,3,28437,16590,16590,13329,167.52,380
32500,1435,12980,89,3,28437,16590,16590,4254,15.02,380
32480,1435,12980,89,3,28437,16590,16590,26819,8.67,380
32540,1435,12980,89,3,28437,16590,16590,6211,336.65,380
32570,1435,12980,89,3,28437,16590,16590,10963,443.99,380
32560,1435,12980,89,3,28437,16590,16590,34702,491.77,380
32400,1435,12980,89,3,28437,16590,16590,29797,137.08,380
32530,1435,12980,89,3,28437,16590,16590,17529,201.96,380
32440,1435,12980,89,3,28437,16590,16590,2545,402.56,380
32450,1435,12980,89,3,28437,16590,16590,24371,369.81,380
32460,1435,12980,89,3,28437,16590,16590,473,163.86,380
32410,1435,12980,89,3,28437,16590,16590,8650,208.36,380
30510,10241,5113,89,3,3866,16587,16587,7337,288.7,380
30650,10241,5113,89,3,3866,16587,16587,15798,306.16,380
30540,10241,5113,89,3,3866,16587,16587,4577,370.86,380
30490,10241,5113,89,3,3866,16587,16587,12277,61.41,380
30600,10241,5113,89,3,3866,16587,16587,32731,454.1,380
30570,10241,5113,89,3,3866,16587,16587,34862,205.44,380
30680,10241,5113,89,3,3866,16587,16587,31527,173.56,380
30560,10241,5113,89,3,3866,16587,16587,14173,81.49,380
30610,10241,5113,89,3,3866,16587,16587,20813,139.14,380
30530,10241,5113,89,3,3866,16587,16587,31272,240.26,380
30640,10241,5113,89,3,3866,16587,16587,31346,431.81,380
30660,10241,5113,89,3,3866,16587,16587,14819,457.06,380
30590,10241,5113,89,3,3866,16587,16587,15035,187.78,380
30550,10241,5113,89,3,3866,16587,16587,21116,95.67,380
30670,10241,5113,89,3,3866,16587,16587,5723,450.03,380
30520,10241,5113,89,3,3866,16587,16587,1848,58.04,380
30500,10241,5113,89,3,3866,16587,16587,575,174.28,380
30620,10241,5113,89,3,3866,16587,16587,28327,191.48,380
30630,10241,5113,89,3,3866,16587,16587,20848,117.46,380
30580,10241,5113,89,3,3866,16587,16587,19362,486.65,380
31540,1739,1886,89,3,20253,16589,16590,22462,138.5,380
31570,1739,1886,89,3,20253,16589,16590,18219,179.78,380
31500,1739,1886,89,3,20253,16589,16590,29667,268.73,380
31530,1739,1886,89,3,20253,16589,16590,29205,258.93,380
31560,1739,1886,89,3,20253,16589,16590,2726,329.01,380
31610,1739,1886,89,3,20253,16589,16590,10006,224.21,380
31460,1739,1886,89,3,20253,16589,16590,19814,459.17,380
31470,1739,1886,89,3,20253,16589,16590,33372,186.64,380
31550,1739,1886,89,3,20253,16589,16590,20175,5.78,380
31510,1739,1886,89,3,20253,16589,16590,10747,75.06,380
31580,1739,1886,89,3,20253,16589,16590,27097,231.42,380
31590,1739,1886,89,3,20253,16589,16590,17233,336.56,380
31440,1739,1886,89,3,20253,16589,16590,14458,197.27,380
31620,1739,1886,89,3,20253,16589,16590,23338,336.38,380
31520,1739,1886,89,3,20253,16589,16590,11286,471.72,380
31490,1739,1886,89,3,20253,16589,16590,33115,51.05,380
31600,1739,1886,89,3,20253,16589,16590,11808,181.71,380
31630,1739,1886,89,3,20253,16589,16590,19175,114.17,380
31480,1739,1886,89,3,20253,16589,16590,31137,283.7,380
31450,1739,1886,89,3,20253,16589,16590,18594,410.19,380
31640,1739,1886,89,3,20253,16589,16590,9510,55.47,380
31690,8494,5941,89,3,20255,16589,16590,31524,393.82,380
31790,8494,5941,89,3,20255,16589,16590,32196,492.26,380
31680,8494,5941,89,3,20255,16589,16590,27464,121.88,380
31670,8494,5941,89,3,20255,16589,16590,9962,167.38,380
31820,8494,5941,89,3,20255,16589,16590,36027,404.46,380
31730,8494,5941,89,3,20255,16589,16590,5077,454.12,380
31740,8494,5941,89,3,20255,16589,16590,19225,336.57,380
31650,8494,5941,89,3,20255,16589,16590,35423,168.89,380
31660,8494,5941,89,3,20255,16589,16590,34295,126.46,380
31810,8494,5941,89,3,20255,16589,16590,18819,186.79,380
31700,8494,5941,89,3,20255,16589,16590,599,211.42,380
31720,8494,5941,89,3,20255,16589,16590,10729,407.17,380
31770,8494,5941,89,3,20255,16589,16590,15824,371.54,380
31710,8494,5941,89,3,20255,16589,16590,10990,148.45,380
31750,8494,5941,89,3,20255,16589,16590,21494,144.08,380
31800,8494,5941,89,3,20255,16589,16590,34499,116.35,380
31780,8494,5941,89,3,20255,16589,16590,19122,417.38,380
31760,8494,5941,89,3,20255,16589,16590,25422,282.49,380
34610,3561,1063,89,3,61215,16594,16594,24701,22.8,380
34580,3561,1063,89,3,61215,16594,16594,25285,56.21,380
34680,3561,1063,89,3,61215,16594,16594,19269,234.58,380
34590,3561,1063,89,3,61215,16594,16594,24070,363.6,380
34690,3561,1063,89,3,61215,16594,16594,20929,61.34,380
34650,3561,1063,89,3,61215,16594,16594,9029,144.62,380
34630,3561,1063,89,3,61215,16594,16594,4773,26.41,380
34700,3561,1063,89,3,61215,16594,16594,23476,148.71,380
34600,3561,1063,89,3,61215,16594,16594,9122,468.81,380
34740,3561,1063,89,3,61215,16594,16594,5195,37.04,380
34760,3561,1063,89,3,61215,16594,16594,6729,147.23,380
34660,3561,1063,89,3,61215,16594,16594,21993,175.65,380
34720,3561,1063,89,3,61215,16594,16594,7857,47.3,380
34670,3561,1063,89,3,61215,16594,16594,18169,194.96,380
34620,3561,1063,89,3,61215,16594,16594,35611,191.91,380
34750,3561,1063,89,3,61215,16594,16594,7547,136.75,380
34730,3561,1063,89,3,61215,16594,16594,27945,365.76,380
34710,3561,1063,89,3,61215,16594,16594,22450,443.19,380
34640,3561,1063,89,3,61215,16594,16594,15060,282.7,380
31920,11063,4171,89,3,20257,16589,16589,31220,445.78,380
31890,11063,4171,89,3,20257,16589,16589,6013,151.69,380
31990,11063,4171,89,3,20257,16589,16589,23849,396.2,380
31930,11063,4171,89,3,20257,16589,16589,4411,419.59,380
